T25,Threatened species,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
24,Angola,2019,Threatened Species: Total (number),158,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
24,Angola,2020,Threatened Species: Total (number),171,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
24,Angola,2021,Threatened Species: Total (number),193,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
24,Angola,2022,Threatened Species: Total (number),229,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2004,Threatened Species: Vertebrates (number),15,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2010,Threatened Species: Vertebrates (number),20,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2015,Threatened Species: Vertebrates (number),37,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2019,Threatened Species: Vertebrates (number),43,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2020,Threatened Species: Vertebrates (number),47,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2021,Threatened Species: Vertebrates (number),56,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2022,Threatened Species: Vertebrates (number),57,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2004,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2010,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2015,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2019,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2020,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2021,Threatened Species: Invertebrates (number),10,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2022,Threatened Species: Invertebrates (number),25,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2004,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2010,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2015,Threatened Species: Plants (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2019,Threatened Species: Plants (number),4,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2020,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2021,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2022,Threatened Species: Plants (number),3,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2004,Threatened Species: Total (number),18,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2010,Threatened Species: Total (number),33,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2015,Threatened Species: Total (number),51,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2019,Threatened Species: Total (number),57,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2020,Threatened Species: Total (number),60,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2021,Threatened Species: Total (number),69,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
660,Anguilla,2022,Threatened Species: Total (number),85,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2004,Threatened Species: Vertebrates (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2010,Threatened Species: Vertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2015,Threatened Species: Vertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2019,Threatened Species: Vertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2020,Threatened Species: Vertebrates (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2021,Threatened Species: Vertebrates (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2022,Threatened Species: Vertebrates (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2004,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2010,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2015,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2019,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2020,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2021,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2022,Threatened Species: Invertebrates (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2004,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2010,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2015,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2019,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2020,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2021,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2022,Threatened Species: Plants (number),0,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2004,Threatened Species: Total (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2010,Threatened Species: Total (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2015,Threatened Species: Total (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2019,Threatened Species: Total (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2020,Threatened Species: Total (number),6,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2021,Threatened Species: Total (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
10,Antarctica,2022,Threatened Species: Total (number),8,,"World Conservation Union (IUCN), Gland and Cambridge, IUCN Red List of Threatened Species publication, last accessed May 2023."
